Year,Primary Type,Description,Location
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.897793069, -87.724931802)"
2015,CRIMINAL DAMAGE,TO VEHICLE,"(41.785787391, -87.669223971)"
2015,NARCOTICS,POSS: CRACK,"(41.82722959, -87.700977236)"
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.877330703, -87.705323174)"
2015,THEFT,FROM BUILDING,"(41.891835664, -87.618312939)"
2015,BURGLARY,UNLAWFUL ENTRY,"(41.66441432, -87.62330146)"
2015,BURGLARY,UNLAWFUL ENTRY,"(41.773118447, -87.698114309)"
2015,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,"(41.783463557, -87.725339189)"
2015,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,"(41.758536614, -87.586130225)"
2015,THEFT,$500 AND UNDER,"(41.931908992, -87.789388122)"
2015,THEFT,$500 AND UNDER,
2015,CRIMINAL DAMAGE,TO VEHICLE,"(41.935550663, -87.64243076)"
2015,BATTERY,SIMPLE,"(41.895540733, -87.753169016)"
2015,OTHER OFFENSE,LICENSE VIOLATION,"(41.941222129, -87.738332038)"
2015,CRIMINAL DAMAGE,TO VEHICLE,"(41.668346225, -87.634373759)"
2015,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,"(41.924404723, -87.733432022)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.830109681, -87.610058377)"
2015,THEFT,OVER $500,"(41.914667382, -87.746015079)"
2015,NARCOTICS,POSS: COCAINE,"(41.882979549, -87.689187044)"
2015,MOTOR VEHICLE THEFT,AUTOMOBILE,"(41.923312455, -87.719401713)"
2015,NARCOTICS,POSS: CRACK,"(41.789802157, -87.675401652)"
2015,BATTERY,AGGRAVATED: OTHER DANG WEAPON,"(41.939956885, -87.650983917)"
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.975301836, -87.653684867)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.885688695, -87.751502744)"
2015,BATTERY,SIMPLE,"(41.902443046, -87.740381959)"
2015,THEFT,RETAIL THEFT,"(41.927998524, -87.673208159)"
2015,ASSAULT,SIMPLE,"(41.970642017, -87.646280548)"
2015,THEFT,RETAIL THEFT,"(41.796216157, -87.723245665)"
2015,BATTERY,AGGRAVATED OF A SENIOR CITIZEN,"(41.74317925, -87.600148257)"
2015,ASSAULT,AGGRAVATED: HANDGUN,"(41.959522311, -87.776990969)"
2015,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"(42.00727039, -87.678004)"
2015,OTHER OFFENSE,PAROLE VIOLATION,"(41.907636157, -87.760035823)"
2015,NARCOTICS,ALTER/FORGE PRESCRIPTION,"(41.796177739, -87.723246029)"
2015,CRIMINAL TRESPASS,TO LAND,"(41.751464464, -87.644063902)"
2015,BATTERY,AGGRAVATED: HANDGUN,"(41.737281308, -87.721517465)"
2015,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,"(41.84815267, -87.734401877)"
2015,THEFT,$500 AND UNDER,"(41.990041584, -87.65891695)"
2015,THEFT,OVER $500,"(41.793702852, -87.637846782)"
2015,LIQUOR LAW VIOLATION,LIQUOR LICENSE VIOLATION,"(41.737240126, -87.721514192)"
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.795894095, -87.626817596)"
2015,THEFT,$500 AND UNDER,"(41.739356444, -87.604896389)"
2015,THEFT,$500 AND UNDER,"(41.929743818, -87.684273777)"
2015,OTHER OFFENSE,PAROLE VIOLATION,"(41.877997275, -87.724120826)"
2015,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,"(41.887636014, -87.737904065)"
2015,ASSAULT,SIMPLE,"(41.864493678, -87.639158)"
2015,BATTERY,SIMPLE,"(41.786464631, -87.652247304)"
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.876225693, -87.721765622)"
2015,CRIMINAL TRESPASS,TO LAND,"(41.866843668, -87.625816668)"
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.882004415, -87.694918128)"
2015,THEFT,RETAIL THEFT,"(41.926404101, -87.792881805)"
2015,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"(41.875460231, -87.710059786)"
2015,NARCOTICS,POSS: HEROIN(WHITE),"(41.895029795, -87.744443033)"
2015,THEFT,RETAIL THEFT,"(41.758214815, -87.624119338)"
2015,THEFT,$500 AND UNDER,"(41.810461069, -87.622868393)"
2015,THEFT,RETAIL THEFT,"(41.897895128, -87.624096605)"
2015,THEFT,OVER $500,"(41.851472218, -87.730014078)"
2015,CRIMINAL DAMAGE,TO VEHICLE,"(41.759012808, -87.560215615)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.912882419, -87.690951238)"
2015,THEFT,$500 AND UNDER,"(41.918431595, -87.690032129)"
2015,BATTERY,SIMPLE,"(41.908205733, -87.760890374)"
2015,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,"(41.810461069, -87.622868393)"
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.751670248, -87.665903668)"
2015,BURGLARY,FORCIBLE ENTRY,"(41.909219317, -87.778416208)"
2015,THEFT,RETAIL THEFT,"(41.754592961, -87.741528537)"
2015,MOTOR VEHICLE THEFT,AUTOMOBILE,"(41.958457273, -87.652187364)"
2015,CRIMINAL DAMAGE,TO VEHICLE,"(41.879956283, -87.680114312)"
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.941517792, -87.786189536)"
2015,THEFT,RETAIL THEFT,"(41.843473932, -87.724529173)"
2015,BATTERY,AGGRAVATED: OTHER DANG WEAPON,"(41.654373954, -87.60377263)"
2015,THEFT,OVER $500,
2015,THEFT,$500 AND UNDER,"(41.974008747, -87.697655547)"
2015,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,"(41.858246395, -87.718879143)"
2015,BURGLARY,UNLAWFUL ENTRY,"(41.772867069, -87.621087503)"
2015,GAMBLING,GAME/DICE,"(41.769341616, -87.674602677)"
2015,ASSAULT,SIMPLE,"(41.877735349, -87.660480953)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.867509982, -87.687190938)"
2015,BATTERY,SIMPLE,
2015,ASSAULT,SIMPLE,"(41.770995109, -87.591117851)"
2015,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,"(41.894544296, -87.622745318)"
2015,THEFT,$500 AND UNDER,"(41.844206128, -87.641553674)"
2015,BURGLARY,FORCIBLE ENTRY,"(41.925574645, -87.717017192)"
2015,THEFT,$500 AND UNDER,"(41.782844681, -87.783896051)"
2015,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,"(41.872050318, -87.628626791)"
2015,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,"(41.972359593, -87.728142793)"
2015,THEFT,$500 AND UNDER,"(41.76509198, -87.584749244)"
2015,THEFT,OVER $500,"(41.773375982, -87.711580649)"
2015,THEFT,$500 AND UNDER,"(41.917115805, -87.644852536)"
2015,CRIMINAL DAMAGE,TO VEHICLE,"(41.901354465, -87.720170442)"
2015,CRIMINAL TRESPASS,TO LAND,"(42.018574911, -87.665835787)"
2015,THEFT,$500 AND UNDER,"(41.775140168, -87.752942902)"
2015,NARCOTICS,POSS: HEROIN(WHITE),"(41.879691255, -87.731555371)"
2015,THEFT,FROM BUILDING,"(41.886863814, -87.626851797)"
2015,OTHER OFFENSE,PAROLE VIOLATION,"(41.802424035, -87.653871799)"
2015,THEFT,RETAIL THEFT,"(41.897895128, -87.624096605)"
2015,THEFT,$500 AND UNDER,"(41.676014671, -87.639935228)"
2015,CRIMINAL DAMAGE,TO PROPERTY,"(42.021807516, -87.666773559)"
2015,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"(41.768343738, -87.682490497)"
2015,BATTERY,AGG PO HANDS ETC SERIOUS INJ,"(41.678143684, -87.614819084)"
2015,ASSAULT,AGGRAVATED: OTHER DANG WEAPON,"(41.918622374, -87.636209095)"
2015,CRIMINAL DAMAGE,TO VEHICLE,"(41.773375982, -87.711580649)"
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.767234493, -87.61690866)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.954918669, -87.704381899)"
2015,THEFT,FROM BUILDING,"(41.976290414, -87.905227221)"
2015,THEFT,$500 AND UNDER,"(41.89804054, -87.624091323)"
2015,NARCOTICS,POSS: HEROIN(WHITE),"(41.883578179, -87.709639371)"
2015,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,"(41.871904627, -87.702192993)"
2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,"(41.734771452, -87.559667395)"
2015,THEFT,$500 AND UNDER,"(41.80169033, -87.703792065)"
2015,ASSAULT,SIMPLE,"(41.906054951, -87.628752556)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.779605366, -87.654813009)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.786484157, -87.620632463)"
2015,THEFT,OVER $500,"(41.78742694, -87.621758727)"
2015,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,"(41.800367035, -87.645315171)"
2015,ASSAULT,SIMPLE,"(41.787043168, -87.617410514)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.864493678, -87.639158)"
2015,THEFT,RETAIL THEFT,"(41.869527301, -87.639268759)"
2015,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"(41.871832397, -87.709566318)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.73073682, -87.607103994)"
2015,THEFT,$500 AND UNDER,"(41.759680436, -87.593253118)"
2015,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,"(41.784858646, -87.669970553)"
2015,THEFT,ATTEMPT THEFT,"(41.896045119, -87.668997488)"
2015,THEFT,RETAIL THEFT,"(41.728226861, -87.552855036)"
2015,ASSAULT,SIMPLE,"(41.963171681, -87.659604848)"
2015,THEFT,$500 AND UNDER,"(41.738008783, -87.604863987)"
2015,MOTOR VEHICLE THEFT,AUTOMOBILE,"(41.899625584, -87.672670319)"
2015,BATTERY,SIMPLE,"(41.963133535, -87.741293994)"
2015,THEFT,FROM BUILDING,"(41.744299426, -87.547900449)"
2015,THEFT,OVER $500,
2015,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,"(41.750489974, -87.59627212)"
2015,THEFT,FROM BUILDING,"(41.866999147, -87.731042943)"
2015,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,"(41.728209075, -87.6233138)"
2015,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"(41.750001514, -87.644024583)"
2015,CRIMINAL DAMAGE,TO VEHICLE,"(41.904058448, -87.66618504)"
2015,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"(41.751364648, -87.669523935)"
2015,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"(41.966287093, -87.662543069)"
2015,NARCOTICS,POSS: HEROIN(WHITE),"(41.884840337, -87.714676599)"
2015,NARCOTICS,POSS: COCAINE,"(41.907665059, -87.757585221)"
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.749899475, -87.663426378)"
2015,NARCOTICS,POSS: HEROIN(WHITE),"(41.874981019, -87.723025901)"
2015,BATTERY,PRO EMP HANDS NO/MIN INJURY,"(41.890954095, -87.668918026)"
2015,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"(41.877902862, -87.731719028)"
2015,THEFT,RETAIL THEFT,"(41.883500187, -87.627876698)"
2015,CRIMINAL TRESPASS,TO RESIDENCE,"(41.789958651, -87.652338662)"
2015,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,"(41.882557605, -87.679111003)"
2015,THEFT,FROM BUILDING,"(41.879534196, -87.625555518)"
2015,BURGLARY,FORCIBLE ENTRY,"(41.954968402, -87.649713545)"
2015,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,"(41.881556538, -87.627758535)"
2015,ASSAULT,SIMPLE,"(41.959650214, -87.760588266)"
2015,NARCOTICS,POSS: HEROIN(WHITE),"(41.901470428, -87.717737595)"
2015,THEFT,$500 AND UNDER,"(42.008436125, -87.700900382)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.756225433, -87.636265116)"
2015,THEFT,RETAIL THEFT,"(41.866810739, -87.625817031)"
2015,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME","(41.902193273, -87.651389813)"
2015,BATTERY,SIMPLE,"(41.852856793, -87.625020168)"
2015,ASSAULT,SIMPLE,"(41.758420277, -87.554966924)"
2015,THEFT,OVER $500,"(41.87178962, -87.633564301)"
2015,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,"(41.772649172, -87.633862087)"
2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,"(41.751403066, -87.66952354)"
2015,BATTERY,SIMPLE,"(41.817517134, -87.606722343)"
2015,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"(41.870835957, -87.696020594)"
2015,OTHER OFFENSE,SEX OFFENDER: FAIL TO REGISTER,"(41.647923027, -87.614390277)"
2015,CRIMINAL DAMAGE,TO VEHICLE,"(41.82632683, -87.610295415)"
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.860002473, -87.728656412)"
2015,THEFT,$500 AND UNDER,"(41.876109242, -87.754905337)"
2015,THEFT,FROM BUILDING,"(41.946648338, -87.702015041)"
2015,THEFT,FROM BUILDING,"(41.89036442, -87.628021535)"
2015,THEFT,OVER $500,"(41.996918293, -87.684102986)"
2015,THEFT,POCKET-PICKING,"(41.89043914, -87.624112982)"
2015,BATTERY,SIMPLE,"(41.877578503, -87.629282088)"
2015,BURGLARY,FORCIBLE ENTRY,"(41.828762287, -87.614436164)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.764188778, -87.562700977)"
2015,THEFT,$500 AND UNDER,"(41.99456922, -87.658869151)"
2015,THEFT,FROM BUILDING,"(41.899410159, -87.624131266)"
2015,BATTERY,SIMPLE,
2015,THEFT,RETAIL THEFT,"(41.904674107, -87.634509412)"
2015,CRIMINAL TRESPASS,TO LAND,"(42.011986987, -87.703374742)"
2015,BURGLARY,FORCIBLE ENTRY,"(41.751815774, -87.657000438)"
2015,THEFT,$500 AND UNDER,"(41.692377435, -87.640561367)"
2015,BURGLARY,UNLAWFUL ENTRY,"(41.728589146, -87.657207481)"
2015,OTHER OFFENSE,OTHER VEHICLE OFFENSE,"(41.766211951, -87.637172391)"
2015,THEFT,$500 AND UNDER,"(41.974068666, -87.825385243)"
2015,ASSAULT,SIMPLE,"(41.945474017, -87.815573535)"
2015,THEFT,OVER $500,
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.769778473, -87.653028694)"
2015,BATTERY,SIMPLE,"(41.720565559, -87.644405193)"
2015,OTHER OFFENSE,TELEPHONE THREAT,"(41.748878889, -87.602688934)"
2015,CRIMINAL DAMAGE,TO VEHICLE,
2015,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,"(41.815854163, -87.66692516)"
2015,CRIMINAL DAMAGE,TO STATE SUP PROP,"(41.983797744, -87.696248798)"
2015,THEFT,OVER $500,"(41.722191342, -87.595522331)"
2015,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,"(41.90687774, -87.648173298)"
2015,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,"(41.969023609, -87.739893602)"
2015,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,"(41.799531452, -87.590040481)"
2015,MOTOR VEHICLE THEFT,AUTOMOBILE,"(41.825266187, -87.707765784)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.792470297, -87.615919964)"
2015,BURGLARY,UNLAWFUL ENTRY,"(41.834854672, -87.652281261)"
2015,CRIMINAL DAMAGE,TO VEHICLE,"(41.884260995, -87.667514772)"
2015,CRIMINAL DAMAGE,TO VEHICLE,"(41.835837305, -87.634044154)"
2015,THEFT,OVER $500,"(41.931562075, -87.648177466)"
2015,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,"(41.905066455, -87.747315345)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.810652703, -87.72613857)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.750432996, -87.657993425)"
2015,THEFT,$500 AND UNDER,"(41.720783347, -87.643197739)"
2015,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,"(41.793595814, -87.629285155)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.787553774, -87.606078091)"
2015,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,"(41.776927541, -87.716242752)"
2015,THEFT,$500 AND UNDER,"(41.974861952, -87.890372151)"
2015,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,"(41.799240504, -87.650142607)"
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.971973379, -87.720004756)"
2015,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,"(41.805903831, -87.657601914)"
2015,ASSAULT,SIMPLE,"(41.899172336, -87.626506771)"
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.901540797, -87.72996174)"
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.929858168, -87.735137553)"
2015,MOTOR VEHICLE THEFT,AUTOMOBILE,"(41.751802887, -87.646501016)"
2015,THEFT,FROM BUILDING,"(41.736294957, -87.640584225)"
2015,ROBBERY,ARMED: HANDGUN,"(41.748562651, -87.661487053)"
2015,CRIM SEXUAL ASSAULT,ATTEMPT NON-AGGRAVATED,"(41.755613227, -87.634420924)"
2015,THEFT,$500 AND UNDER,"(41.910238266, -87.635675779)"
2015,BATTERY,SIMPLE,"(41.69235452, -87.642681558)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.963528044, -87.677547934)"
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.812081381, -87.621287835)"
2015,THEFT,FROM BUILDING,"(41.996074997, -87.78667527)"
2015,OTHER OFFENSE,TELEPHONE THREAT,"(41.770020864, -87.6913338)"
2015,BURGLARY,FORCIBLE ENTRY,"(41.827769505, -87.674007708)"
2015,THEFT,OVER $500,"(41.803651024, -87.590528356)"
2015,THEFT,FROM BUILDING,"(42.015462532, -87.668116734)"
2015,ROBBERY,ATTEMPT: ARMED-HANDGUN,"(41.780089135, -87.684883213)"
2015,THEFT,OVER $500,
2015,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,"(41.918711651, -87.76551063)"
2015,THEFT,$500 AND UNDER,"(41.831797879, -87.66920725)"
2015,BURGLARY,FORCIBLE ENTRY,"(41.926861225, -87.757089272)"
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.79906982, -87.788110764)"
2015,THEFT,OVER $500,"(41.816596232, -87.61916148)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.890358524, -87.722273552)"
2015,OTHER OFFENSE,OTHER VEHICLE OFFENSE,"(41.75361077, -87.715513275)"
2015,THEFT,$500 AND UNDER,"(41.805679494, -87.58425861)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.781312756, -87.730162561)"
2015,BURGLARY,UNLAWFUL ENTRY,"(41.892758385, -87.70523818)"
2015,THEFT,OVER $500,"(41.742527775, -87.54887474)"
2015,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN",
2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,"(41.78681173, -87.619026462)"
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.725437043, -87.556669285)"
2015,PROSTITUTION,SOLICIT ON PUBLIC WAY,"(41.894086051, -87.71627324)"
2015,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,"(41.763729916, -87.663751709)"
2015,BATTERY,SIMPLE,"(41.753634062, -87.559411595)"
2015,ARSON,BY FIRE,"(41.917261704, -87.718427254)"
2015,ASSAULT,SIMPLE,"(41.917061131, -87.687393113)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.807378046, -87.613857343)"
2015,OTHER OFFENSE,TELEPHONE THREAT,"(41.89233127, -87.725306843)"
2015,THEFT,OVER $500,"(41.887019241, -87.647511481)"
2015,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,"(41.899774531, -87.643400592)"
2015,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,"(41.887019241, -87.647511481)"
2015,BATTERY,SIMPLE,"(41.735851443, -87.624559612)"
2015,BATTERY,AGGRAVATED: HANDGUN,"(41.886893085, -87.745509336)"
2015,BATTERY,AGGRAVATED: HANDGUN,"(41.880779076, -87.721377025)"
2015,ASSAULT,SIMPLE,"(42.021892708, -87.666794751)"
2015,BATTERY,AGGRAVATED: HANDGUN,"(41.881834498, -87.709439669)"
2015,THEFT,OVER $500,
2015,ROBBERY,ARMED: HANDGUN,"(41.805233058, -87.586501171)"
2015,BATTERY,AGGRAVATED: HANDGUN,"(41.910665332, -87.701881112)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.936464326, -87.72226363)"
2015,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,"(41.748629642, -87.601471454)"
2015,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,"(41.889179927, -87.71740388)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.777309867, -87.640802922)"
2015,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,"(41.778711288, -87.684845766)"
2015,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,"(41.910640945, -87.666972505)"
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.743978654, -87.585371967)"
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.705899334, -87.536491659)"
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.736839681, -87.591137533)"
2015,THEFT,POCKET-PICKING,"(41.909422255, -87.675974898)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.884821063, -87.750331786)"
2015,BATTERY,SIMPLE,"(41.890824988, -87.630183362)"
2015,MOTOR VEHICLE THEFT,AUTOMOBILE,"(41.880487595, -87.745964635)"
2015,BURGLARY,UNLAWFUL ENTRY,"(41.874382929, -87.627286678)"
2015,ROBBERY,STRONGARM - NO WEAPON,"(41.906834878, -87.722777708)"
2015,THEFT,OVER $500,"(41.903168813, -87.678492886)"
2015,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,"(41.890053025, -87.628704402)"
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.985596489, -87.715055638)"
2015,BATTERY,AGGRAVATED: HANDGUN,"(41.679001049, -87.618521426)"
2015,CRIMINAL DAMAGE,TO VEHICLE,"(41.808603652, -87.634575167)"
2015,CRIMINAL DAMAGE,TO VEHICLE,"(41.902185965, -87.761660452)"
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.891399332, -87.744476381)"
2015,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,"(41.685565155, -87.651895701)"
2015,BURGLARY,ATTEMPT FORCIBLE ENTRY,"(41.969167128, -87.720719314)"
2015,THEFT,$500 AND UNDER,"(41.988109021, -87.742453028)"
2015,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,"(41.851532001, -87.725737429)"
2015,THEFT,OVER $500,"(41.795975028, -87.730593531)"
2015,BATTERY,SIMPLE,"(41.967602242, -87.710898023)"
2015,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,"(41.920392643, -87.658295007)"
2015,ASSAULT,SIMPLE,"(41.689347752, -87.65622728)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.777961205, -87.611968161)"
2015,CRIMINAL DAMAGE,TO VEHICLE,"(41.998666791, -87.665525159)"
2015,THEFT,$500 AND UNDER,"(41.884821063, -87.750331786)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.710438552, -87.623586297)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.929507037, -87.762107464)"
2015,BATTERY,SIMPLE,"(41.893179585, -87.634686145)"
2015,BATTERY,AGGRAVATED: OTHER DANG WEAPON,"(41.884495939, -87.626025902)"
2015,BATTERY,SIMPLE,"(41.730527501, -87.555417316)"
2015,BATTERY,SIMPLE,"(41.875758145, -87.7377573)"
2015,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,"(41.85576832, -87.653145949)"
2015,BATTERY,SIMPLE,"(41.864099641, -87.713723835)"
2015,CRIMINAL TRESPASS,TO RESIDENCE,"(41.932691369, -87.650719578)"
2015,ROBBERY,ARMED: HANDGUN,"(41.774408484, -87.703637327)"
2015,ASSAULT,SIMPLE,"(41.78263482, -87.76556885)"
2015,THEFT,FROM BUILDING,
2015,BATTERY,SIMPLE,"(41.889751946, -87.631072891)"
2015,THEFT,$500 AND UNDER,"(41.908622792, -87.727709185)"
2015,THEFT,$500 AND UNDER,"(41.947077394, -87.649478052)"
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.745521874, -87.57587791)"
2015,MOTOR VEHICLE THEFT,AUTOMOBILE,"(41.890882488, -87.712517508)"
2015,BATTERY,AGGRAVATED: OTHER DANG WEAPON,"(41.831014114, -87.617317037)"
2015,THEFT,$500 AND UNDER,"(42.019232277, -87.66703966)"
2015,CRIMINAL DAMAGE,TO VEHICLE,"(41.769273621, -87.685813278)"
2015,CRIMINAL DAMAGE,TO PROPERTY,
2015,BATTERY,SIMPLE,"(41.890047361, -87.629123147)"
2015,CRIMINAL DAMAGE,TO PROPERTY,"(41.759668763, -87.579219169)"
2015,BATTERY,SIMPLE,"(41.953231989, -87.762891946)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.73313858, -87.549945222)"
2015,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,"(41.791470192, -87.668167885)"
2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,"(41.901823251, -87.726278394)"
2015,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,"(41.874441638, -87.720681099)"
2015,THEFT,OVER $500,"(41.70275778, -87.542949881)"
2015,INTERFERENCE WITH PUBLIC OFFICER,RESIST/OBSTRUCT/DISARM OFFICER,"(41.830045077, -87.66555614)"
2015,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,"(41.861985088, -87.716508557)"
2015,BATTERY,SIMPLE,"(41.992476429, -87.682338284)"
2015,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,"(41.852539739, -87.693012575)"
2015,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,"(41.886169843, -87.620686081)"
2015,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,"(41.879697506, -87.676602778)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.909435867, -87.666437647)"
2015,BURGLARY,UNLAWFUL ENTRY,"(41.736758671, -87.596887134)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.972339624, -87.775110617)"
2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,"(41.770689221, -87.586264145)"
2015,NARCOTICS,FOUND SUSPECT NARCOTICS,"(41.918640941, -87.75519013)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.736694472, -87.545824091)"
2015,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,"(41.824943777, -87.633792146)"
2015,THEFT,FROM BUILDING,"(41.843401427, -87.713538224)"
2015,BURGLARY,FORCIBLE ENTRY,
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.754229315, -87.607733462)"
2015,BATTERY,DOMESTIC BATTERY SIMPLE,"(41.771912557, -87.687572038)"
2015,THEFT,$500 AND UNDER,"(41.740653478, -87.703128126)"
2015,THEFT,$500 AND UNDER,"(41.801176652, -87.641668272)"
